"C01903V02345","Type of Worker","TLIST(A1)","Year","STATISTIC","Statistic Label","UNIT","VALUE"
"033","Clerical employees - male","1975","1975","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"033","Clerical employees - male","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"033","Clerical employees - male","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.27"
"033","Clerical employees - male","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","206.72"
"033","Clerical employees - male","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","39.3"
"033","Clerical employees - male","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.25"
"033","Clerical employees - male","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","210.08"
"033","Clerical employees - male","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.1"
"033","Clerical employees - male","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.51"
"033","Clerical employees - male","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","220.7"
"033","Clerical employees - male","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.1"
"033","Clerical employees - male","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","5.68"
"033","Clerical employees - male","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","228.22"
"033","Clerical employees - male","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.2"
"033","Clerical employees - male","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.1"
"033","Clerical employees - male","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","243.5"
"033","Clerical employees - male","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","39.9"
"033","Clerical employees - male","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.55"
"033","Clerical employees - male","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","263.35"
"033","Clerical employees - male","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.2"
"033","Clerical employees - male","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.76"
"033","Clerical employees - male","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","274.8"
"033","Clerical employees - male","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.7"
"033","Clerical employees - male","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.94"
"033","Clerical employees - male","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","285.23"
"033","Clerical employees - male","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41.1"
"033","Clerical employees - male","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.36"
"033","Clerical employees - male","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","298.62"
"033","Clerical employees - male","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.6"
"033","Clerical employees - male","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.3"
"033","Clerical employees - male","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","325.29"
"033","Clerical employees - male","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","39.1"
"033","Clerical employees - male","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.87"
"033","Clerical employees - male","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","366.69"
"033","Clerical employees - male","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41.4"
"033","Clerical employees - male","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.47"
"033","Clerical employees - male","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","410.19"
"033","Clerical employees - male","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","43.3"
"033","Clerical employees - male","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.29"
"033","Clerical employees - male","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","421.27"
"033","Clerical employees - male","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41"
"033","Clerical employees - male","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.64"
"033","Clerical employees - male","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","431.31"
"033","Clerical employees - male","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","41"
"033","Clerical employees - male","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.95"
"033","Clerical employees - male","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","479.71"
"033","Clerical employees - male","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.2"
"033","Clerical employees - male","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","12.64"
"033","Clerical employees - male","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","497.04"
"033","Clerical employees - male","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","39.3"
"033","Clerical employees - male","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.17"
"033","Clerical employees - male","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","531.3"
"033","Clerical employees - male","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.4"
"033","Clerical employees - male","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","14.1"
"033","Clerical employees - male","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","569.02"
"033","Clerical employees - male","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.4"
"033","Clerical employees - male","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","15.14"
"033","Clerical employees - male","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","616.06"
"033","Clerical employees - male","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.7"
"033","Clerical employees - male","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","16.3"
"033","Clerical employees - male","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","662.48"
"033","Clerical employees - male","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.7"
"033","Clerical employees - male","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","16.56"
"033","Clerical employees - male","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","663.68"
"033","Clerical employees - male","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.1"
"033","Clerical employees - male","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","17.65"
"033","Clerical employees - male","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","708.52"
"033","Clerical employees - male","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","40.2"
"033","Clerical employees - male","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","18.65"
"033","Clerical employees - male","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","741.76"
"033","Clerical employees - male","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","39.8"
"034","Foremen and supervisors","1969","1969","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1969","1969","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1969","1969","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1970","1970","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1970","1970","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1970","1970","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1971","1971","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1971","1971","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1971","1971","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1972","1972","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1972","1972","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1972","1972","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1973","1973","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1973","1973","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1973","1973","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1974","1974","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1974","1974","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1974","1974","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1975","1975","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1979","1979","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1979","1979","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1979","1979","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1980","1980","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1980","1980","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1980","1980","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1981","1981","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1981","1981","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1981","1981","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1982","1982","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1982","1982","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1982","1982","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1983","1983","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1983","1983","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1983","1983","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1984","1984","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1984","1984","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1984","1984","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1985","1985","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1985","1985","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"034","Foremen and supervisors","1985","1985","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"034","Foremen and supervisors","1986","1986","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.59"
"034","Foremen and supervisors","1986","1986","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","294.13"
"034","Foremen and supervisors","1986","1986","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.7"
"034","Foremen and supervisors","1987","1987","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.72"
"034","Foremen and supervisors","1987","1987","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","307.26"
"034","Foremen and supervisors","1987","1987","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"034","Foremen and supervisors","1988","1988","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","6.98"
"034","Foremen and supervisors","1988","1988","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","317.12"
"034","Foremen and supervisors","1988","1988","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.5"
"034","Foremen and supervisors","1989","1989","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.1"
"034","Foremen and supervisors","1989","1989","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","323.68"
"034","Foremen and supervisors","1989","1989","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.6"
"034","Foremen and supervisors","1990","1990","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","7.57"
"034","Foremen and supervisors","1990","1990","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","353.95"
"034","Foremen and supervisors","1990","1990","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.8"
"034","Foremen and supervisors","1991","1991","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.18"
"034","Foremen and supervisors","1991","1991","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","379.71"
"034","Foremen and supervisors","1991","1991","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.4"
"034","Foremen and supervisors","1992","1992","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","8.55"
"034","Foremen and supervisors","1992","1992","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","400.4"
"034","Foremen and supervisors","1992","1992","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.8"
"034","Foremen and supervisors","1993","1993","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.16"
"034","Foremen and supervisors","1993","1993","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","427.13"
"034","Foremen and supervisors","1993","1993","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.7"
"034","Foremen and supervisors","1994","1994","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","9.72"
"034","Foremen and supervisors","1994","1994","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","456.76"
"034","Foremen and supervisors","1994","1994","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47"
"034","Foremen and supervisors","1995","1995","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.28"
"034","Foremen and supervisors","1995","1995","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","484.31"
"034","Foremen and supervisors","1995","1995","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.1"
"034","Foremen and supervisors","1996","1996","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","10.98"
"034","Foremen and supervisors","1996","1996","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","523.77"
"034","Foremen and supervisors","1996","1996","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.7"
"034","Foremen and supervisors","1997","1997","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","11.79"
"034","Foremen and supervisors","1997","1997","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","573.78"
"034","Foremen and supervisors","1997","1997","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","48.6"
"034","Foremen and supervisors","1998","1998","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","12.85"
"034","Foremen and supervisors","1998","1998","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","611.1"
"034","Foremen and supervisors","1998","1998","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.6"
"034","Foremen and supervisors","1999","1999","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","13.72"
"034","Foremen and supervisors","1999","1999","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","653.58"
"034","Foremen and supervisors","1999","1999","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.6"
"034","Foremen and supervisors","2000","2000","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","15.19"
"034","Foremen and supervisors","2000","2000","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","720.41"
"034","Foremen and supervisors","2000","2000","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","47.5"
"034","Foremen and supervisors","2001","2001","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","16.37"
"034","Foremen and supervisors","2001","2001","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","756.02"
"034","Foremen and supervisors","2001","2001","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.2"
"034","Foremen and supervisors","2002","2002","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","17.94"
"034","Foremen and supervisors","2002","2002","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","830.87"
"034","Foremen and supervisors","2002","2002","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","46.3"
"034","Foremen and supervisors","2003","2003","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","19.08"
"034","Foremen and supervisors","2003","2003","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","871.89"
"034","Foremen and supervisors","2003","2003","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"034","Foremen and supervisors","2004","2004","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","20.02"
"034","Foremen and supervisors","2004","2004","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","906.5"
"034","Foremen and supervisors","2004","2004","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.3"
"034","Foremen and supervisors","2005","2005","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","21.75"
"034","Foremen and supervisors","2005","2005","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","994.01"
"034","Foremen and supervisors","2005","2005","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","45.7"
"034","Foremen and supervisors","2006","2006","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","22.13"
"034","Foremen and supervisors","2006","2006","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","993.38"
"034","Foremen and supervisors","2006","2006","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.9"
"034","Foremen and supervisors","2007","2007","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","23.67"
"034","Foremen and supervisors","2007","2007","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","1059.16"
"034","Foremen and supervisors","2007","2007","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.8"
"034","Foremen and supervisors","2008","2008","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro","24.68"
"034","Foremen and supervisors","2008","2008","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro","1087.73"
"034","Foremen and supervisors","2008","2008","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number","44.1"
"08","All employees (clerical and operatives)","1969","1969","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1969","1969","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1969","1969","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1970","1970","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1970","1970","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1970","1970","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1971","1971","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1971","1971","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1971","1971","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1972","1972","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1972","1972","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1972","1972","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1973","1973","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1973","1973","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1973","1973","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1974","1974","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1974","1974","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1974","1974","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1975","1975","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1975","1975","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1975","1975","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1976","1976","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1976","1976","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1976","1976","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1977","1977","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1977","1977","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1977","1977","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
"08","All employees (clerical and operatives)","1978","1978","BDA01C1","Average Earnings per Hour in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1978","1978","BDA01C2","Average Earnings per Week in the Building and Construction Industry","Euro",""
"08","All employees (clerical and operatives)","1978","1978","BDA01C3","Average Hours Worked per Week in the Building and Construction Industry","Number",""
